Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Pases_recibidos,Pases_balon_vivo,Pases_completados,Pases_intentados,xG,precio_millones
Zakaria Aboukhlal,ma MAR,AM,24.278,2024-11-22 00:00:00,0.0,36.0,30.0,22.0,32.0,0.3,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.278,2024-11-22 00:00:00,0.0,36.0,30.0,22.0,32.0,0.3,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.266,2024-11-10 00:00:00,0.0,20.0,13.0,8.0,14.0,0.1,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.266,2024-11-10 00:00:00,0.0,20.0,13.0,8.0,14.0,0.1,12000000.0
Zakaria Aboukhlal,ma MAR,"RW,LW",24.259,2024-11-03 00:00:00,1.0,30.0,22.0,14.0,23.0,0.4,12000000.0
Zakaria Aboukhlal,ma MAR,"RW,LW",24.259,2024-11-03 00:00:00,1.0,30.0,22.0,14.0,23.0,0.4,12000000.0
Zakaria Aboukhlal,ma MAR,RW,24.252,2024-10-27 00:00:00,2.0,33.0,25.0,15.0,26.0,1.1,12000000.0
Zakaria Aboukhlal,ma MAR,RW,24.252,2024-10-27 00:00:00,2.0,33.0,25.0,15.0,26.0,1.1,12000000.0
Zakaria Aboukhlal,ma MAR,"FW,RW",24.245,2024-10-20 00:00:00,0.0,18.0,10.0,5.0,11.0,0.8,12000000.0
Zakaria Aboukhlal,ma MAR,"FW,RW",24.245,2024-10-20 00:00:00,0.0,18.0,10.0,5.0,11.0,0.8,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.230,2024-10-05 00:00:00,1.0,13.0,14.0,7.0,14.0,0.3,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.230,2024-10-05 00:00:00,1.0,13.0,14.0,7.0,14.0,0.3,12000000.0
Zakaria Aboukhlal,ma MAR,"AM,FW",24.224,2024-09-29 00:00:00,0.0,6.0,8.0,4.0,8.0,0.0,12000000.0
Zakaria Aboukhlal,ma MAR,"AM,FW",24.224,2024-09-29 00:00:00,0.0,6.0,8.0,4.0,8.0,0.0,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.217,2024-09-22 00:00:00,0.0,15.0,7.0,5.0,7.0,1.7,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.217,2024-09-22 00:00:00,0.0,15.0,7.0,5.0,7.0,1.7,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.210,2024-09-15 00:00:00,0.0,15.0,11.0,6.0,11.0,0.5,12000000.0
Zakaria Aboukhlal,ma MAR,AM,24.210,2024-09-15 00:00:00,0.0,15.0,11.0,6.0,11.0,0.5,12000000.0
Zakaria Aboukhlal,ma MAR,"FW,AM",24.195,2024-08-31 00:00:00,0.0,9.0,7.0,5.0,9.0,0.0,12000000.0
Zakaria Aboukhlal,ma MAR,"FW,AM",24.195,2024-08-31 00:00:00,0.0,9.0,7.0,5.0,9.0,0.0,12000000.0
Zakaria Aboukhlal,ma MAR,"AM,FW",24.189,2024-08-25 00:00:00,0.0,17.0,13.0,9.0,13.0,0.1,12000000.0
Zakaria Aboukhlal,ma MAR,"AM,FW",24.189,2024-08-25 00:00:00,0.0,17.0,13.0,9.0,13.0,0.1,12000000.0
Zakaria Aboukhlal,ma MAR,RW,24.182,2024-08-18 00:00:00,0.0,33.0,25.0,21.0,28.0,0.7,12000000.0
Zakaria Aboukhlal,ma MAR,RW,24.182,2024-08-18 00:00:00,0.0,33.0,25.0,21.0,28.0,0.7,12000000.0
Yves Bissouma,ml MLI,DM,28.268,2025-05-25 00:00:00,0.0,6.0,10.0,8.0,10.0,0.0,25000000.0
Yves Bissouma,ml MLI,DM,28.259,2025-05-16 00:00:00,0.0,12.0,15.0,10.0,15.0,0.0,25000000.0
Yves Bissouma,ml MLI,"DM,CM",28.254,2025-05-11 00:00:00,0.0,17.0,21.0,20.0,23.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.247,2025-05-04 00:00:00,0.0,12.0,24.0,24.0,29.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.226,2025-04-13 00:00:00,0.0,38.0,38.0,39.0,41.0,0.0,25000000.0
Yves Bissouma,ml MLI,LM,28.219,2025-04-06 00:00:00,0.0,11.0,11.0,9.0,11.0,0.0,25000000.0
Yves Bissouma,ml MLI,LM,28.198,2025-03-16 00:00:00,0.0,20.0,22.0,18.0,22.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.191,2025-03-09 00:00:00,0.0,42.0,42.0,40.0,43.0,0.1,25000000.0
Yves Bissouma,ml MLI,RM,28.176,2025-02-22 00:00:00,0.0,5.0,5.0,4.0,5.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.170,2025-02-16 00:00:00,0.0,2.0,3.0,2.0,3.0,0.0,25000000.0
Yves Bissouma,ml MLI,"DM,LM",28.156,2025-02-02 00:00:00,0.0,28.0,32.0,30.0,33.0,0.1,25000000.0
Yves Bissouma,ml MLI,CM,28.138,2025-01-15 00:00:00,0.0,8.0,13.0,11.0,13.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.127,2025-01-04 00:00:00,0.0,21.0,28.0,29.0,30.0,0.0,25000000.0
Yves Bissouma,ml MLI,DM,28.121,2024-12-29 00:00:00,0.0,15.0,23.0,19.0,24.0,0.1,25000000.0
Yves Bissouma,ml MLI,CB,28.118,2024-12-26 00:00:00,0.0,8.0,10.0,10.0,10.0,0.0,25000000.0
Yves Bissouma,ml MLI,DM,28.114,2024-12-22 00:00:00,0.0,53.0,65.0,61.0,70.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.100,2024-12-08 00:00:00,0.0,21.0,23.0,21.0,24.0,0.0,25000000.0
Yves Bissouma,ml MLI,"CM,DM",28.097,2024-12-05 00:00:00,0.0,51.0,58.0,49.0,62.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.093,2024-12-01 00:00:00,0.0,51.0,54.0,52.0,57.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.085,2024-11-23 00:00:00,0.0,39.0,44.0,43.0,47.0,0.0,25000000.0
Yves Bissouma,ml MLI,DM,28.072,2024-11-10 00:00:00,0.0,9.0,10.0,9.0,10.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.065,2024-11-03 00:00:00,0.0,17.0,21.0,23.0,23.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.058,2024-10-27 00:00:00,0.0,31.0,37.0,36.0,43.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.050,2024-10-19 00:00:00,1.0,35.0,38.0,37.0,40.0,0.2,25000000.0
Yves Bissouma,ml MLI,CM,28.037,2024-10-06 00:00:00,0.0,9.0,10.0,8.0,10.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,28.022,2024-09-21 00:00:00,0.0,11.0,12.0,13.0,13.0,0.0,25000000.0
Yves Bissouma,ml MLI,"DM,CM",28.002,2024-09-01 00:00:00,0.0,56.0,61.0,56.0,61.0,0.0,25000000.0
Yves Bissouma,ml MLI,CM,27.360,2024-08-24 00:00:00,1.0,76.0,77.0,74.0,80.0,0.1,25000000.0
Yves Bissouma,ml MLI,CM,27.360,2024-08-24 00:00:00,1.0,76.0,77.0,74.0,80.0,0.1,25000000.0
Yvan Neyou,cm CMR,CM,28.131,2025-05-14 00:00:00,0.0,52.0,58.0,56.0,58.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.128,2025-05-11 00:00:00,0.0,35.0,39.0,39.0,39.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.121,2025-05-04 00:00:00,0.0,8.0,10.0,9.0,10.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,28.106,2025-04-19 00:00:00,0.0,36.0,40.0,34.0,40.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.099,2025-04-12 00:00:00,0.0,15.0,14.0,14.0,14.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.094,2025-04-07 00:00:00,0.0,45.0,51.0,45.0,53.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,28.085,2025-03-29 00:00:00,0.0,13.0,15.0,13.0,15.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.072,2025-03-16 00:00:00,0.0,20.0,26.0,25.0,27.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.064,2025-03-08 00:00:00,0.0,42.0,51.0,45.0,54.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.058,2025-03-02 00:00:00,0.0,38.0,50.0,39.0,50.0,0.0,3000000.0
Yvan Neyou,cm CMR,"DM,CM",28.051,2025-02-23 00:00:00,0.0,31.0,33.0,28.0,33.0,0.0,3000000.0
Yvan Neyou,cm CMR,"CM,DM",28.037,2025-02-09 00:00:00,0.0,62.0,68.0,60.0,68.0,0.1,3000000.0
Yvan Neyou,cm CMR,"CM,DM",28.028,2025-01-31 00:00:00,0.0,26.0,27.0,22.0,28.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,28.023,2025-01-26 00:00:00,0.0,23.0,31.0,29.0,32.0,0.0,3000000.0
Yvan Neyou,cm CMR,"CM,RM",28.015,2025-01-18 00:00:00,0.0,39.0,43.0,40.0,43.0,0.0,3000000.0
Yvan Neyou,cm CMR,"CM,DM",28.008,2025-01-11 00:00:00,0.0,53.0,59.0,55.0,59.0,0.1,3000000.0
Yvan Neyou,cm CMR,"CM,CB",27.354,2024-12-22 00:00:00,0.0,23.0,26.0,28.0,30.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,27.347,2024-12-15 00:00:00,0.0,10.0,23.0,18.0,24.0,0.0,3000000.0
Yvan Neyou,cm CMR,"DM,CM",27.340,2024-12-08 00:00:00,0.0,44.0,47.0,39.0,49.0,0.2,3000000.0
Yvan Neyou,cm CMR,"DM,CM",27.332,2024-11-30 00:00:00,0.0,21.0,33.0,25.0,34.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,27.326,2024-11-24 00:00:00,0.0,26.0,29.0,28.0,30.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,27.304,2024-11-02 00:00:00,0.0,26.0,29.0,26.0,31.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,27.298,2024-10-27 00:00:00,0.0,25.0,32.0,28.0,33.0,0.0,3000000.0
Yvan Neyou,cm CMR,CM,27.291,2024-10-20 00:00:00,1.0,29.0,32.0,29.0,33.0,0.1,3000000.0
Yvan Neyou,cm CMR,DM,27.275,2024-10-04 00:00:00,0.0,55.0,59.0,52.0,62.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,27.254,2024-09-13 00:00:00,0.0,23.0,31.0,28.0,31.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,27.241,2024-08-31 00:00:00,0.0,33.0,36.0,31.0,37.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,27.238,2024-08-28 00:00:00,0.0,37.0,39.0,39.0,41.0,0.0,3000000.0
Yvan Neyou,cm CMR,"DM,CM",27.235,2024-08-25 00:00:00,0.0,23.0,29.0,27.0,30.0,0.0,3000000.0
Yvan Neyou,cm CMR,DM,27.227,2024-08-17 00:00:00,0.0,21.0,37.0,23.0,39.0,0.0,3000000.0
Yuri Berchiche,es ESP,LB,35.104,2025-05-25 00:00:00,0.0,10.0,19.0,26.0,30.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.097,2025-05-18 00:00:00,0.0,46.0,59.0,52.0,63.0,0.0,1400000.0
Yuri Berchiche,es ESP,"CB,LB",35.094,2025-05-15 00:00:00,0.0,60.0,69.0,69.0,81.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.090,2025-05-11 00:00:00,0.0,44.0,54.0,54.0,66.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.072,2025-04-23 00:00:00,0.0,41.0,54.0,52.0,67.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.055,2025-04-06 00:00:00,0.0,10.0,12.0,11.0,13.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.048,2025-03-30 00:00:00,0.0,68.0,77.0,79.0,88.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.034,2025-03-16 00:00:00,0.0,1.0,1.0,1.0,2.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.019,2025-03-01 00:00:00,0.0,48.0,55.0,60.0,64.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.013,2025-02-23 00:00:00,0.0,54.0,59.0,57.0,63.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,35.006,2025-02-16 00:00:00,0.0,48.0,66.0,66.0,82.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.364,2025-02-08 00:00:00,0.0,6.0,7.0,7.0,10.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.351,2025-01-26 00:00:00,0.0,27.0,33.0,32.0,36.0,0.1,1400000.0
Yuri Berchiche,es ESP,CB,34.344,2025-01-19 00:00:00,0.0,3.0,4.0,5.0,6.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.315,2024-12-21 00:00:00,0.0,35.0,45.0,45.0,55.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.309,2024-12-15 00:00:00,0.0,10.0,15.0,17.0,21.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.302,2024-12-08 00:00:00,0.0,34.0,42.0,43.0,51.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.298,2024-12-04 00:00:00,0.0,1.0,3.0,2.0,4.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.295,2024-12-01 00:00:00,0.0,30.0,42.0,42.0,56.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.288,2024-11-24 00:00:00,0.0,22.0,27.0,32.0,38.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.267,2024-11-03 00:00:00,0.0,44.0,58.0,55.0,68.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.261,2024-10-28 00:00:00,0.0,78.0,86.0,80.0,96.0,0.1,1400000.0
Yuri Berchiche,es ESP,LB,34.252,2024-10-19 00:00:00,0.0,24.0,29.0,27.0,36.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.239,2024-10-06 00:00:00,0.0,6.0,8.0,9.0,9.0,0.1,1400000.0
Yuri Berchiche,es ESP,LB,34.232,2024-09-29 00:00:00,0.0,8.0,13.0,13.0,14.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.222,2024-09-19 00:00:00,0.0,43.0,50.0,56.0,65.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.218,2024-09-15 00:00:00,0.0,27.0,43.0,40.0,56.0,0.1,1400000.0
Yuri Berchiche,es ESP,LB,34.203,2024-08-31 00:00:00,0.0,49.0,56.0,59.0,65.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.196,2024-08-24 00:00:00,0.0,14.0,19.0,26.0,28.0,0.0,1400000.0
Yuri Berchiche,es ESP,LB,34.187,2024-08-15 00:00:00,0.0,35.0,44.0,57.0,65.0,0.0,1400000.0
Yunus Musah,us USA,RW,22.176,2025-05-24 00:00:00,0.0,19.0,20.0,19.0,20.0,0.0,20000000.0
Yunus Musah,us USA,WB,22.170,2025-05-18 00:00:00,0.0,40.0,45.0,43.0,45.0,0.0,20000000.0
Yunus Musah,us USA,DM,22.161,2025-05-09 00:00:00,0.0,1.0,3.0,2.0,3.0,0.0,20000000.0
Yunus Musah,us USA,WB,22.157,2025-05-05 00:00:00,0.0,11.0,9.0,9.0,9.0,0.0,20000000.0
Yunus Musah,us USA,DM,22.127,2025-04-05 00:00:00,0.0,8.0,6.0,4.0,6.0,0.0,20000000.0
Yunus Musah,us USA,DM,22.106,2025-03-15 00:00:00,0.0,13.0,13.0,12.0,14.0,0.2,20000000.0
Yunus Musah,us USA,DM,22.099,2025-03-08 00:00:00,0.0,41.0,39.0,37.0,40.0,0.6,20000000.0
Yunus Musah,us USA,DM,22.093,2025-03-02 00:00:00,0.0,18.0,20.0,18.0,21.0,0.0,20000000.0
Yunus Musah,us USA,"RW,RB,DM",22.090,2025-02-27 00:00:00,0.0,20.0,19.0,14.0,25.0,0.2,20000000.0
Yunus Musah,us USA,"DM,RW",22.085,2025-02-22 00:00:00,0.0,25.0,27.0,28.0,30.0,0.0,20000000.0
Yunus Musah,us USA,"RW,DM",22.078,2025-02-15 00:00:00,0.0,44.0,42.0,36.0,42.0,0.5,20000000.0
Yunus Musah,us USA,"RW,DM,RB",22.071,2025-02-08 00:00:00,0.0,36.0,38.0,34.0,40.0,0.0,20000000.0
Yunus Musah,us USA,"RM,DM",22.065,2025-02-02 00:00:00,0.0,30.0,29.0,27.0,29.0,0.0,20000000.0
Yunus Musah,us USA,"RM,RB,RW",22.058,2025-01-26 00:00:00,0.0,35.0,44.0,39.0,48.0,0.0,20000000.0
Yunus Musah,us USA,"RW,RM",22.050,2025-01-18 00:00:00,0.0,16.0,14.0,12.0,14.0,0.0,20000000.0
Yunus Musah,us USA,DM,22.046,2025-01-14 00:00:00,0.0,14.0,12.0,8.0,12.0,0.0,20000000.0
Yunus Musah,us USA,RM,22.043,2025-01-11 00:00:00,0.0,31.0,34.0,30.0,34.0,0.0,20000000.0
Yunus Musah,us USA,RW,22.007,2024-12-06 00:00:00,0.0,40.0,42.0,41.0,46.0,0.1,20000000.0
Yunus Musah,us USA,RW,22.001,2024-11-30 00:00:00,0.0,35.0,35.0,29.0,36.0,0.0,20000000.0
Yunus Musah,us USA,RW,21.360,2024-11-23 00:00:00,0.0,23.0,27.0,20.0,28.0,0.0,20000000.0
Yunus Musah,us USA,RB,21.346,2024-11-09 00:00:00,0.0,4.0,4.0,4.0,4.0,0.0,20000000.0
Yunus Musah,us USA,RW,21.339,2024-11-02 00:00:00,0.0,3.0,1.0,1.0,1.0,0.0,20000000.0
Yunus Musah,us USA,"LM,RB",21.335,2024-10-29 00:00:00,0.0,35.0,41.0,40.0,44.0,0.1,20000000.0
Yunus Musah,us USA,CM,21.325,2024-10-19 00:00:00,0.0,12.0,11.0,10.0,11.0,0.0,20000000.0
Yunus Musah,us USA,"DM,LB",21.303,2024-09-27 00:00:00,0.0,25.0,24.0,24.0,25.0,0.0,20000000.0
Yunus Musah,us USA,DM,21.290,2024-09-14 00:00:00,0.0,22.0,24.0,24.0,25.0,0.0,20000000.0
Yunus Musah,us USA,DM,21.276,2024-08-31 00:00:00,0.0,14.0,14.0,14.0,14.0,0.0,20000000.0
Yunus Musah,us USA,DM,21.269,2024-08-24 00:00:00,0.0,36.0,39.0,35.0,40.0,0.0,20000000.0
Yunus Musah,us USA,AM,21.262,2024-08-17 00:00:00,0.0,20.0,18.0,17.0,18.0,0.1,20000000.0
Yunus Emre Konak,tr TUR,"CM,FW",19.120,2025-05-10 00:00:00,0.0,2.0,2.0,1.0,2.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,AM,19.111,2025-05-01 00:00:00,0.0,2.0,4.0,3.0,4.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,LW,19.099,2025-04-19 00:00:00,0.0,3.0,3.0,2.0,3.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,LW,19.064,2025-03-15 00:00:00,0.0,6.0,8.0,6.0,8.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,LW,19.042,2025-02-21 00:00:00,0.0,2.0,2.0,2.0,2.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,RB,18.346,2024-12-21 00:00:00,0.0,0.0,1.0,0.0,1.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,LM,18.304,2024-11-09 00:00:00,0.0,0.0,2.0,1.0,2.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,RM,18.269,2024-10-05 00:00:00,0.0,2.0,1.0,1.0,1.0,0.2,4500000.0
Yunus Emre Konak,tr TUR,FW,18.262,2024-09-28 00:00:00,0.0,4.0,4.0,3.0,5.0,0.0,4500000.0
Yunus Emre Konak,tr TUR,CM,18.255,2024-09-21 00:00:00,0.0,7.0,8.0,7.0,8.0,0.0,4500000.0
Youssouf Ndayishimiye,bi BDI,CB,26.180,2025-04-25 00:00:00,1.0,18.0,18.0,20.0,27.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.180,2025-04-25 00:00:00,1.0,18.0,18.0,20.0,27.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.175,2025-04-20 00:00:00,0.0,78.0,92.0,92.0,97.0,0.2,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.175,2025-04-20 00:00:00,0.0,78.0,92.0,92.0,97.0,0.2,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.167,2025-04-12 00:00:00,1.0,78.0,89.0,88.0,94.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.167,2025-04-12 00:00:00,1.0,78.0,89.0,88.0,94.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.159,2025-04-04 00:00:00,0.0,91.0,111.0,103.0,115.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.159,2025-04-04 00:00:00,0.0,91.0,111.0,103.0,115.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.153,2025-03-29 00:00:00,0.0,31.0,41.0,34.0,43.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.153,2025-03-29 00:00:00,0.0,31.0,41.0,34.0,43.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.138,2025-03-14 00:00:00,0.0,45.0,56.0,57.0,61.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.138,2025-03-14 00:00:00,0.0,45.0,56.0,57.0,61.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.133,2025-03-09 00:00:00,0.0,30.0,37.0,32.0,38.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.133,2025-03-09 00:00:00,0.0,30.0,37.0,32.0,38.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.125,2025-03-01 00:00:00,0.0,35.0,40.0,36.0,41.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.125,2025-03-01 00:00:00,0.0,35.0,40.0,36.0,41.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.119,2025-02-23 00:00:00,0.0,55.0,64.0,68.0,71.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.119,2025-02-23 00:00:00,0.0,55.0,64.0,68.0,71.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.104,2025-02-08 00:00:00,0.0,81.0,95.0,89.0,97.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.104,2025-02-08 00:00:00,0.0,81.0,95.0,89.0,97.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.098,2025-02-02 00:00:00,0.0,51.0,57.0,56.0,61.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.098,2025-02-02 00:00:00,0.0,51.0,57.0,56.0,61.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.091,2025-01-26 00:00:00,0.0,19.0,21.0,20.0,24.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.091,2025-01-26 00:00:00,0.0,19.0,21.0,20.0,24.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.082,2025-01-17 00:00:00,0.0,41.0,53.0,43.0,55.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.082,2025-01-17 00:00:00,0.0,41.0,53.0,43.0,55.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.076,2025-01-11 00:00:00,0.0,49.0,57.0,52.0,57.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.076,2025-01-11 00:00:00,0.0,49.0,57.0,52.0,57.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.068,2025-01-03 00:00:00,0.0,40.0,48.0,44.0,52.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.068,2025-01-03 00:00:00,0.0,40.0,48.0,44.0,52.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.014,2024-11-10 00:00:00,0.0,53.0,65.0,61.0,68.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,26.014,2024-11-10 00:00:00,0.0,53.0,65.0,61.0,68.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CM,26.006,2024-11-02 00:00:00,0.0,19.0,28.0,24.0,30.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CM,26.006,2024-11-02 00:00:00,0.0,19.0,28.0,24.0,30.0,0.1,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.345,2024-10-06 00:00:00,0.0,6.0,8.0,9.0,9.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.345,2024-10-06 00:00:00,0.0,6.0,8.0,9.0,9.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.337,2024-09-28 00:00:00,0.0,37.0,46.0,42.0,49.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.337,2024-09-28 00:00:00,0.0,37.0,46.0,42.0,49.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.329,2024-09-20 00:00:00,0.0,101.0,110.0,108.0,114.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.329,2024-09-20 00:00:00,0.0,101.0,110.0,108.0,114.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.323,2024-09-14 00:00:00,0.0,40.0,53.0,54.0,59.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.323,2024-09-14 00:00:00,0.0,40.0,53.0,54.0,59.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.310,2024-09-01 00:00:00,1.0,38.0,42.0,40.0,46.0,0.2,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.310,2024-09-01 00:00:00,1.0,38.0,42.0,40.0,46.0,0.2,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.303,2024-08-25 00:00:00,0.0,4.0,6.0,5.0,8.0,0.0,12000000.0
Youssouf Ndayishimiye,bi BDI,CB,25.303,2024-08-25 00:00:00,0.0,4.0,6.0,5.0,8.0,0.0,12000000.0
Youssouf Fofana,fr FRA,AM,26.134,2025-05-24 00:00:00,0.0,5.0,5.0,4.0,5.0,0.0,30000000.0
Youssouf Fofana,fr FRA,CM,26.128,2025-05-18 00:00:00,0.0,16.0,19.0,17.0,19.0,0.0,30000000.0
Youssouf Fofana,fr FRA,CM,26.115,2025-05-05 00:00:00,0.0,15.0,16.0,15.0,17.0,0.0,30000000.0
Youssouf Fofana,fr FRA,CM,26.107,2025-04-27 00:00:00,0.0,42.0,52.0,45.0,54.0,0.0,30000000.0
Youssouf Fofana,fr FRA,"CM,DM",26.100,2025-04-20 00:00:00,0.0,51.0,63.0,53.0,63.0,0.0,30000000.0
Youssouf Fofana,fr FRA,CM,26.091,2025-04-11 00:00:00,0.0,27.0,33.0,32.0,37.0,0.0,30000000.0
Youssouf Fofana,fr FRA,DM,26.085,2025-04-05 00:00:00,0.0,26.0,25.0,19.0,28.0,0.1,30000000.0
Youssouf Fofana,fr FRA,DM,26.079,2025-03-30 00:00:00,0.0,50.0,56.0,47.0,58.0,0.0,30000000.0
Youssouf Fofana,fr FRA,DM,26.064,2025-03-15 00:00:00,0.0,11.0,12.0,13.0,13.0,0.0,30000000.0
