Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Pases_recibidos,Pases_balon_vivo,Pases_completados,Pases_intentados,xG,precio_millones
Alex Baena,es ESP,"LM,CM",23.231,2025-03-08 00:00:00,0.0,44.0,53.0,49.0,65.0,0.1,55000000.0
Alex Baena,es ESP,LM,23.217,2025-02-22 00:00:00,0.0,24.0,32.0,24.0,39.0,0.0,55000000.0
Alex Baena,es ESP,LM,23.210,2025-02-15 00:00:00,0.0,33.0,35.0,31.0,41.0,0.2,55000000.0
Alex Baena,es ESP,LM,23.203,2025-02-08 00:00:00,1.0,32.0,32.0,26.0,38.0,0.2,55000000.0
Alex Baena,es ESP,LM,23.196,2025-02-01 00:00:00,0.0,48.0,44.0,35.0,52.0,0.2,55000000.0
Alex Baena,es ESP,LM,23.189,2025-01-25 00:00:00,0.0,29.0,32.0,26.0,39.0,0.0,55000000.0
Alex Baena,es ESP,"LM,CM",23.184,2025-01-20 00:00:00,1.0,27.0,31.0,23.0,36.0,0.9,55000000.0
Alex Baena,es ESP,LM,23.177,2025-01-13 00:00:00,0.0,40.0,45.0,33.0,55.0,0.1,55000000.0
Alex Baena,es ESP,"LM,FW",23.155,2024-12-22 00:00:00,0.0,29.0,29.0,27.0,37.0,0.3,55000000.0
Alex Baena,es ESP,LM,23.148,2024-12-15 00:00:00,1.0,58.0,68.0,46.0,73.0,0.4,55000000.0
Alex Baena,es ESP,LM,23.141,2024-12-08 00:00:00,0.0,33.0,35.0,25.0,42.0,0.1,55000000.0
Alex Baena,es ESP,"LM,CM",23.134,2024-12-01 00:00:00,1.0,29.0,26.0,23.0,32.0,0.4,55000000.0
Alex Baena,es ESP,LM,23.127,2024-11-24 00:00:00,1.0,51.0,51.0,40.0,63.0,0.6,55000000.0
Alex Baena,es ESP,"LM,FW",23.112,2024-11-09 00:00:00,0.0,28.0,27.0,15.0,35.0,0.1,55000000.0
Alex Baena,es ESP,LM,23.098,2024-10-26 00:00:00,0.0,45.0,46.0,39.0,55.0,0.1,55000000.0
Alex Baena,es ESP,LW,23.092,2024-10-20 00:00:00,0.0,30.0,31.0,20.0,38.0,0.0,55000000.0
Alex Baena,es ESP,LW,23.077,2024-10-05 00:00:00,0.0,24.0,28.0,23.0,31.0,0.1,55000000.0
Alex Baena,es ESP,"LM,FW",23.072,2024-09-30 00:00:00,1.0,24.0,28.0,23.0,31.0,1.1,55000000.0
Alex Baena,es ESP,LM,23.068,2024-09-26 00:00:00,0.0,27.0,26.0,23.0,30.0,0.0,55000000.0
Alex Baena,es ESP,LM,23.064,2024-09-22 00:00:00,0.0,27.0,28.0,24.0,37.0,0.2,55000000.0
Alex Baena,es ESP,"LM,CM",23.056,2024-09-14 00:00:00,0.0,46.0,45.0,43.0,55.0,0.2,55000000.0
Alex Baena,es ESP,LM,23.037,2024-08-26 00:00:00,0.0,28.0,28.0,21.0,35.0,0.5,55000000.0
Alex Baena,es ESP,LM,23.034,2024-08-23 00:00:00,0.0,23.0,23.0,17.0,27.0,0.0,55000000.0
Alex Baena,es ESP,LM,23.030,2024-08-19 00:00:00,0.0,28.0,29.0,25.0,31.0,0.0,55000000.0
Alessio Zerbin,it ITA,"WB,LM",26.083,2025-05-25 00:00:00,0.0,20.0,27.0,23.0,34.0,0.0,4000000.0
Alessio Zerbin,it ITA,"WB,RM",26.076,2025-05-18 00:00:00,0.0,36.0,28.0,21.0,34.0,0.1,4000000.0
Alessio Zerbin,it ITA,WB,26.070,2025-05-12 00:00:00,0.0,15.0,23.0,16.0,29.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,26.060,2025-05-02 00:00:00,0.0,17.0,20.0,14.0,24.0,0.1,4000000.0
Alessio Zerbin,it ITA,WB,26.055,2025-04-27 00:00:00,0.0,35.0,38.0,35.0,51.0,0.2,4000000.0
Alessio Zerbin,it ITA,WB,26.048,2025-04-20 00:00:00,0.0,24.0,27.0,27.0,38.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,26.040,2025-04-12 00:00:00,0.0,17.0,17.0,16.0,27.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,26.034,2025-04-06 00:00:00,0.0,13.0,19.0,22.0,32.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,26.026,2025-03-29 00:00:00,0.0,20.0,16.0,21.0,33.0,0.4,4000000.0
Alessio Zerbin,it ITA,WB,26.013,2025-03-16 00:00:00,0.0,30.0,31.0,27.0,43.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,26.005,2025-03-08 00:00:00,0.0,15.0,17.0,22.0,30.0,0.1,4000000.0
Alessio Zerbin,it ITA,WB,25.363,2025-03-01 00:00:00,0.0,25.0,32.0,28.0,43.0,0.5,4000000.0
Alessio Zerbin,it ITA,WB,25.356,2025-02-22 00:00:00,0.0,27.0,28.0,29.0,38.0,0.1,4000000.0
Alessio Zerbin,it ITA,"CM,WB,RB",25.351,2025-02-17 00:00:00,0.0,27.0,30.0,21.0,34.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,25.343,2025-02-09 00:00:00,0.0,40.0,39.0,40.0,54.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,25.335,2025-02-01 00:00:00,0.0,20.0,20.0,17.0,32.0,0.0,4000000.0
Alessio Zerbin,it ITA,WB,25.330,2025-01-27 00:00:00,1.0,15.0,24.0,17.0,30.0,0.2,4000000.0
Alessio Zerbin,it ITA,WB,25.322,2025-01-19 00:00:00,0.0,5.0,5.0,4.0,6.0,0.1,4000000.0
Alessio Zerbin,it ITA,LW,25.315,2025-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
Alessio Zerbin,it ITA,LB,25.240,2024-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
Alessio Romagnoli,it ITA,CB,30.133,2025-05-25 00:00:00,0.0,44.0,50.0,49.0,54.0,0.2,7000000.0
Alessio Romagnoli,it ITA,CB,30.126,2025-05-18 00:00:00,0.0,34.0,48.0,45.0,51.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.118,2025-05-10 00:00:00,0.0,43.0,53.0,51.0,59.0,0.2,7000000.0
Alessio Romagnoli,it ITA,CB,30.112,2025-05-04 00:00:00,0.0,64.0,75.0,74.0,80.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.106,2025-04-28 00:00:00,0.0,59.0,72.0,68.0,75.0,0.1,7000000.0
Alessio Romagnoli,it ITA,CB,30.101,2025-04-23 00:00:00,0.0,54.0,65.0,66.0,70.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.091,2025-04-13 00:00:00,1.0,28.0,30.0,33.0,36.0,0.2,7000000.0
Alessio Romagnoli,it ITA,CB,30.078,2025-03-31 00:00:00,0.0,46.0,50.0,48.0,54.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.063,2025-03-16 00:00:00,0.0,43.0,50.0,51.0,56.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.057,2025-03-10 00:00:00,1.0,48.0,56.0,56.0,61.0,0.7,7000000.0
Alessio Romagnoli,it ITA,CB,30.041,2025-02-22 00:00:00,0.0,61.0,79.0,78.0,86.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.034,2025-02-15 00:00:00,0.0,34.0,40.0,42.0,44.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,30.028,2025-02-09 00:00:00,0.0,50.0,55.0,54.0,58.0,0.1,7000000.0
Alessio Romagnoli,it ITA,CB,30.022,2025-02-03 00:00:00,0.0,61.0,62.0,62.0,67.0,0.1,7000000.0
Alessio Romagnoli,it ITA,CB,30.014,2025-01-26 00:00:00,0.0,69.0,81.0,81.0,85.0,0.1,7000000.0
Alessio Romagnoli,it ITA,CB,30.007,2025-01-19 00:00:00,0.0,24.0,25.0,32.0,33.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.364,2025-01-10 00:00:00,0.0,20.0,24.0,27.0,32.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.359,2025-01-05 00:00:00,0.0,51.0,63.0,64.0,67.0,0.1,7000000.0
Alessio Romagnoli,it ITA,CB,29.351,2024-12-28 00:00:00,0.0,16.0,22.0,26.0,26.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.344,2024-12-21 00:00:00,0.0,42.0,50.0,51.0,55.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.331,2024-12-08 00:00:00,0.0,24.0,31.0,32.0,35.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.324,2024-12-01 00:00:00,0.0,64.0,74.0,77.0,81.0,0.2,7000000.0
Alessio Romagnoli,it ITA,CB,29.317,2024-11-24 00:00:00,0.0,28.0,30.0,34.0,35.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.303,2024-11-10 00:00:00,0.0,43.0,48.0,55.0,57.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.297,2024-11-04 00:00:00,0.0,36.0,50.0,42.0,53.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.281,2024-10-19 00:00:00,0.0,14.0,17.0,15.0,18.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.268,2024-10-06 00:00:00,0.0,22.0,31.0,36.0,39.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.261,2024-09-29 00:00:00,0.0,21.0,30.0,24.0,31.0,0.4,7000000.0
Alessio Romagnoli,it ITA,CB,29.248,2024-09-16 00:00:00,0.0,57.0,64.0,67.0,72.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.232,2024-08-31 00:00:00,0.0,49.0,52.0,53.0,57.0,0.0,7000000.0
Alessio Romagnoli,it ITA,CB,29.225,2024-08-24 00:00:00,0.0,53.0,58.0,57.0,62.0,0.1,7000000.0
Alessio Romagnoli,it ITA,CB,29.219,2024-08-18 00:00:00,0.0,69.0,74.0,74.0,81.0,0.0,7000000.0
Alessandro Zanoli,it ITA,"RW,RB",24.226,2025-05-17 00:00:00,0.0,16.0,17.0,14.0,18.0,0.0,6000000.0
Alessandro Zanoli,it ITA,LW,24.220,2025-05-11 00:00:00,0.0,6.0,5.0,3.0,5.0,0.0,6000000.0
Alessandro Zanoli,it ITA,"RW,RB",24.214,2025-05-05 00:00:00,0.0,10.0,11.0,8.0,12.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RM,24.206,2025-04-27 00:00:00,0.0,3.0,3.0,4.0,4.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.192,2025-04-13 00:00:00,0.0,11.0,11.0,5.0,11.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.183,2025-04-04 00:00:00,1.0,18.0,20.0,13.0,20.0,0.1,6000000.0
Alessandro Zanoli,it ITA,RW,24.177,2025-03-29 00:00:00,0.0,18.0,15.0,10.0,15.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RW,24.162,2025-03-14 00:00:00,0.0,17.0,21.0,14.0,21.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RB,24.155,2025-03-07 00:00:00,0.0,13.0,16.0,13.0,25.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.150,2025-03-02 00:00:00,0.0,19.0,16.0,11.0,20.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RW,24.142,2025-02-22 00:00:00,0.0,15.0,18.0,13.0,18.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RM,24.128,2025-02-08 00:00:00,0.0,7.0,9.0,6.0,9.0,0.1,6000000.0
Alessandro Zanoli,it ITA,RW,24.106,2025-01-17 00:00:00,0.0,13.0,17.0,10.0,17.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RM,24.101,2025-01-12 00:00:00,0.0,35.0,30.0,20.0,30.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RM,24.094,2025-01-05 00:00:00,0.0,3.0,3.0,2.0,3.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RW,24.086,2024-12-28 00:00:00,0.0,13.0,13.0,9.0,14.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RW,24.079,2024-12-21 00:00:00,0.0,24.0,24.0,15.0,25.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RW,24.073,2024-12-15 00:00:00,0.0,26.0,28.0,14.0,28.0,0.0,6000000.0
Alessandro Zanoli,it ITA,"RW,RM",24.065,2024-12-07 00:00:00,0.0,19.0,16.0,12.0,16.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RM,24.059,2024-12-01 00:00:00,0.0,27.0,24.0,19.0,25.0,0.0,6000000.0
Alessandro Zanoli,it ITA,"RW,RB",24.052,2024-11-24 00:00:00,0.0,14.0,15.0,13.0,17.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.035,2024-11-07 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.032,2024-11-04 00:00:00,0.0,18.0,25.0,24.0,31.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.028,2024-10-31 00:00:00,0.0,4.0,5.0,3.0,6.0,0.0,6000000.0
Alessandro Zanoli,it ITA,RW,24.024,2024-10-27 00:00:00,0.0,15.0,14.0,8.0,14.0,0.0,6000000.0
Alessandro Zanoli,it ITA,"RM,CM",24.016,2024-10-19 00:00:00,0.0,4.0,5.0,2.0,5.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,24.002,2024-10-05 00:00:00,0.0,21.0,25.0,27.0,31.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,23.361,2024-09-28 00:00:00,0.0,29.0,31.0,30.0,39.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,23.354,2024-09-21 00:00:00,0.0,14.0,16.0,11.0,16.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,23.326,2024-08-24 00:00:00,0.0,5.0,5.0,2.0,5.0,0.0,6000000.0
Alessandro Zanoli,it ITA,WB,23.319,2024-08-17 00:00:00,0.0,4.0,5.0,3.0,6.0,0.0,6000000.0
Alessandro Vogliacco,it ITA,CB,26.221,2025-04-23 00:00:00,0.0,6.0,6.0,6.0,6.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.211,2025-04-13 00:00:00,0.0,36.0,44.0,40.0,44.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.203,2025-04-05 00:00:00,0.0,39.0,40.0,40.0,41.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.198,2025-03-31 00:00:00,0.0,64.0,74.0,73.0,79.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.175,2025-03-08 00:00:00,0.0,45.0,47.0,49.0,54.0,0.1,2800000.0
Alessandro Vogliacco,it ITA,CB,26.155,2025-02-16 00:00:00,0.0,14.0,19.0,18.0,21.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.148,2025-02-09 00:00:00,0.0,59.0,73.0,69.0,74.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.139,2025-01-31 00:00:00,0.0,44.0,56.0,50.0,58.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.134,2025-01-26 00:00:00,0.0,43.0,43.0,43.0,47.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.127,2025-01-19 00:00:00,0.0,45.0,53.0,49.0,53.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,RB,26.092,2024-12-15 00:00:00,0.0,22.0,29.0,25.0,36.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.078,2024-12-01 00:00:00,0.0,7.0,9.0,6.0,10.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,RB,26.071,2024-11-24 00:00:00,0.0,9.0,12.0,12.0,15.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.054,2024-11-07 00:00:00,1.0,22.0,34.0,25.0,34.0,0.3,2800000.0
Alessandro Vogliacco,it ITA,CB,26.051,2024-11-04 00:00:00,0.0,37.0,47.0,36.0,48.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.047,2024-10-31 00:00:00,0.0,22.0,27.0,21.0,27.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.043,2024-10-27 00:00:00,0.0,30.0,35.0,30.0,35.0,0.1,2800000.0
Alessandro Vogliacco,it ITA,CB,26.021,2024-10-05 00:00:00,0.0,19.0,23.0,23.0,23.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,26.001,2024-09-15 00:00:00,0.0,23.0,27.0,23.0,29.0,0.2,2800000.0
Alessandro Vogliacco,it ITA,CB,25.353,2024-09-01 00:00:00,0.0,43.0,47.0,39.0,51.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,25.345,2024-08-24 00:00:00,0.0,4.0,7.0,6.0,9.0,0.0,2800000.0
Alessandro Vogliacco,it ITA,CB,25.338,2024-08-17 00:00:00,1.0,20.0,22.0,20.0,24.0,0.7,2800000.0
Alessandro Marcandalli,it ITA,CB,22.242,2025-05-25 00:00:00,0.0,9.0,10.0,10.0,12.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.214,2025-04-27 00:00:00,0.0,10.0,11.0,11.0,13.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.207,2025-04-20 00:00:00,0.0,23.0,34.0,25.0,36.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.199,2025-04-12 00:00:00,0.0,14.0,16.0,12.0,17.0,0.2,2000000.0
Alessandro Marcandalli,it ITA,CB,22.193,2025-04-06 00:00:00,0.0,12.0,17.0,11.0,18.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.157,2025-03-01 00:00:00,0.0,0.0,2.0,0.0,2.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.150,2025-02-22 00:00:00,0.0,18.0,25.0,20.0,26.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.137,2025-02-09 00:00:00,0.0,15.0,23.0,21.0,26.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,WB,22.043,2024-11-07 00:00:00,0.0,0.0,1.0,1.0,1.0,0.0,2000000.0
Alessandro Marcandalli,it ITA,CB,22.024,2024-10-19 00:00:00,0.0,11.0,18.0,11.0,19.0,0.0,2000000.0
Alessandro Gabrielloni,it ITA,AM,30.312,2025-05-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.291,2025-04-27 00:00:00,0.0,7.0,6.0,4.0,6.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.283,2025-04-19 00:00:00,0.0,3.0,3.0,1.0,3.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,AM,30.262,2025-03-29 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.188,2025-01-14 00:00:00,0.0,0.0,1.0,0.0,1.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.158,2024-12-15 00:00:00,1.0,6.0,7.0,4.0,7.0,0.1,850000.0
Alessandro Gabrielloni,it ITA,AM,30.151,2024-12-08 00:00:00,0.0,1.0,2.0,0.0,2.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,RW,30.143,2024-11-30 00:00:00,0.0,1.0,1.0,0.0,1.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.117,2024-11-04 00:00:00,0.0,4.0,3.0,1.0,3.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.113,2024-10-31 00:00:00,0.0,3.0,3.0,4.0,4.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,AM,30.101,2024-10-19 00:00:00,0.0,6.0,6.0,5.0,6.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.086,2024-10-04 00:00:00,0.0,3.0,2.0,1.0,2.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,FW,30.076,2024-09-24 00:00:00,0.0,6.0,8.0,4.0,8.0,0.0,850000.0
Alessandro Gabrielloni,it ITA,AM,30.053,2024-09-01 00:00:00,0.0,2.0,2.0,2.0,3.0,0.1,850000.0
Alessandro Gabrielloni,it ITA,FW,30.040,2024-08-19 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,850000.0
Alessandro Florenzi,it ITA,LW,34.074,2025-05-24 00:00:00,0.0,4.0,4.0,3.0,4.0,0.0,750000.0
Alessandro Deiola,it ITA,CM,29.295,2025-05-23 00:00:00,0.0,23.0,25.0,17.0,26.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.290,2025-05-18 00:00:00,1.0,15.0,21.0,13.0,21.0,0.1,1600000.0
Alessandro Deiola,it ITA,CM,29.282,2025-05-10 00:00:00,0.0,13.0,15.0,14.0,16.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.275,2025-05-03 00:00:00,0.0,7.0,11.0,10.0,13.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.270,2025-04-28 00:00:00,1.0,8.0,7.0,5.0,7.0,0.8,1600000.0
Alessandro Deiola,it ITA,DM,29.254,2025-04-12 00:00:00,0.0,20.0,25.0,24.0,25.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.248,2025-04-06 00:00:00,0.0,3.0,5.0,3.0,5.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.227,2025-03-16 00:00:00,0.0,16.0,23.0,15.0,23.0,0.1,1600000.0
Alessandro Deiola,it ITA,DM,29.218,2025-03-07 00:00:00,0.0,17.0,26.0,21.0,26.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.206,2025-02-23 00:00:00,0.0,7.0,13.0,9.0,13.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.198,2025-02-15 00:00:00,0.0,31.0,31.0,27.0,32.0,0.1,1600000.0
Alessandro Deiola,it ITA,CM,29.192,2025-02-09 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.186,2025-02-03 00:00:00,0.0,5.0,6.0,6.0,8.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.176,2025-01-24 00:00:00,0.0,18.0,21.0,16.0,21.0,0.0,1600000.0
Alessandro Deiola,it ITA,"CM,DM",29.171,2025-01-19 00:00:00,0.0,14.0,22.0,16.0,22.0,0.0,1600000.0
Alessandro Deiola,it ITA,FW,29.163,2025-01-11 00:00:00,0.0,10.0,14.0,9.0,14.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.143,2024-12-22 00:00:00,0.0,18.0,25.0,18.0,25.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.135,2024-12-14 00:00:00,0.0,16.0,24.0,15.0,25.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.115,2024-11-24 00:00:00,0.0,10.0,13.0,9.0,13.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.100,2024-11-09 00:00:00,0.0,30.0,38.0,36.0,40.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.095,2024-11-04 00:00:00,0.0,9.0,9.0,7.0,9.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.085,2024-10-25 00:00:00,0.0,11.0,12.0,10.0,13.0,0.2,1600000.0
Alessandro Deiola,it ITA,CM,29.080,2024-10-20 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,1600000.0
Alessandro Deiola,it ITA,DM,29.066,2024-10-06 00:00:00,0.0,4.0,4.0,3.0,4.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.050,2024-09-20 00:00:00,0.0,20.0,30.0,23.0,31.0,0.2,1600000.0
Alessandro Deiola,it ITA,CM,29.045,2024-09-15 00:00:00,0.0,15.0,22.0,13.0,22.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.030,2024-08-31 00:00:00,0.0,24.0,32.0,22.0,32.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.025,2024-08-26 00:00:00,0.0,16.0,19.0,13.0,20.0,0.0,1600000.0
Alessandro Deiola,it ITA,CM,29.017,2024-08-18 00:00:00,0.0,16.0,13.0,8.0,15.0,0.0,1600000.0
Alessandro Circati,au AUS,CB,21.227,2025-05-25 00:00:00,0.0,24.0,36.0,32.0,38.0,0.1,8000000.0
Alessandro Circati,au AUS,CB,21.220,2025-05-18 00:00:00,0.0,9.0,18.0,16.0,21.0,0.2,8000000.0
Alessandro Circati,au AUS,CB,20.342,2024-09-16 00:00:00,0.0,48.0,61.0,55.0,66.0,0.0,8000000.0
Alessandro Circati,au AUS,CB,20.326,2024-08-31 00:00:00,0.0,34.0,34.0,40.0,40.0,0.0,8000000.0
Alessandro Circati,au AUS,CB,20.319,2024-08-24 00:00:00,0.0,23.0,27.0,27.0,33.0,0.0,8000000.0
Alessandro Circati,au AUS,CB,20.312,2024-08-17 00:00:00,0.0,20.0,26.0,27.0,31.0,0.0,8000000.0
Alessandro Buongiorno,it ITA,CB,25.325,2025-04-27 00:00:00,0.0,42.0,44.0,42.0,45.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.297,2025-03-30 00:00:00,0.0,47.0,51.0,48.0,52.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.283,2025-03-16 00:00:00,0.0,27.0,34.0,34.0,39.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.276,2025-03-09 00:00:00,0.0,52.0,60.0,55.0,61.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.268,2025-03-01 00:00:00,0.0,51.0,54.0,51.0,55.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.262,2025-02-23 00:00:00,0.0,50.0,60.0,54.0,65.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.254,2025-02-15 00:00:00,0.0,33.0,37.0,35.0,37.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.191,2024-12-14 00:00:00,0.0,89.0,99.0,96.0,100.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.185,2024-12-08 00:00:00,0.0,73.0,82.0,84.0,87.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.178,2024-12-01 00:00:00,0.0,57.0,62.0,55.0,67.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.171,2024-11-24 00:00:00,0.0,75.0,81.0,80.0,82.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.157,2024-11-10 00:00:00,0.0,38.0,56.0,50.0,61.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.150,2024-11-03 00:00:00,0.0,43.0,54.0,52.0,55.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.145,2024-10-29 00:00:00,0.0,41.0,49.0,50.0,53.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.142,2024-10-26 00:00:00,0.0,52.0,63.0,58.0,64.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.136,2024-10-20 00:00:00,0.0,51.0,55.0,54.0,60.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.120,2024-10-04 00:00:00,0.0,63.0,65.0,62.0,66.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.115,2024-09-29 00:00:00,0.0,71.0,78.0,74.0,80.0,0.0,50000000.0
Alessandro Buongiorno,it ITA,CB,25.101,2024-09-15 00:00:00,1.0,22.0,30.0,25.0,34.0,0.3,50000000.0
Alessandro Buongiorno,it ITA,CB,25.086,2024-08-31 00:00:00,0.0,34.0,47.0,43.0,48.0,0.4,50000000.0
Alessandro Buongiorno,it ITA,CB,25.080,2024-08-25 00:00:00,0.0,27.0,36.0,30.0,37.0,0.0,50000000.0
